Name,SMILES,Is_Real,MW,LogP,QED,TPSA,HBD,HBA,RotBonds,Rings
ChemBase-50,COc1ccc(SSc2ccc(OC)cc2)cc1,True,278.398,4.503200000000003,0.7490445569345346,18.46,0,4,5,2
ChemBase-51,NC1(C(=O)O)CCCC1,True,129.159,0.34249999999999936,0.5363410307840555,63.32000000000001,2,2,1,1
ChemBase-52,CC(C)(Br)C(=O)C(Br)Br,True,322.822,2.8449000000000018,0.7145298104048745,17.07,0,1,2,0
ChemBase-53,CCOC(=S)SCCSC,True,196.362,2.404000000000001,0.5039572470343311,9.23,0,4,4,0
ChemBase-54,CCOCC(C)(CO)CC(C)CO,True,190.283,1.04,0.6303819327121722,49.69,2,3,7,0
ChemBase-55,O=C(O)C1CC1,True,86.09000000000002,0.48100000000000004,0.5036005279684654,37.3,1,1,1,1
ChemBase-56,O=C(O)C1(O)CC(O)C(O)C(O)C1,True,192.167,-2.3214000000000006,0.3180309828296054,118.22000000000001,5,5,1,1
ChemBase-57,Nc1c(Cl)cc(Cl)cc1C(=O)O,True,206.028,2.2738,0.6923332593166821,63.32000000000001,2,2,1,1
ChemBase-58,CCCCCOC(=S)S,True,164.29500000000002,2.407900000000001,0.3880064676156185,9.23,1,2,4,0
ChemBase-59,O=C(O)c1ccc([N+](=O)[O-])cc1S(=O)(=O)O,True,247.184,0.5397000000000001,0.4515865462048281,134.80999999999997,2,5,3,1
ChemBase-60,NC(=O)c1cc(O)c(O)c(O)c1,True,169.13599999999997,-0.09770000000000006,0.440502421776654,103.78000000000002,4,4,1,1
ChemBase-61,C1C[S+]2CC[S+]1CC2,True,148.29599999999996,0.2502,0.43204711709599797,0.0,0,0,0,3
ChemBase-62,Nc1cc(Cl)c(S(=O)(=O)O)cc1Cl,True,242.083,1.8223000000000003,0.5809780596218475,80.39,2,3,1,1
ChemBase-63,CC12CCC(C(Br)C1=O)C2(C)CS(=O)(=O)O,True,311.197,1.643,0.6215290299100492,71.44,1,3,2,2
ChemBase-64,CCC(C)(C(=O)O)C(=O)O,True,146.14199999999997,0.5718999999999997,0.5706361207904816,74.6,2,2,3,0
ChemBase-65,CC(C)C(C(=O)O)C(=O)O,True,146.142,0.42779999999999985,0.5658945353685054,74.6,2,2,3,0
ChemBase-66,CCOC(=O)C(=O)C1CCCCC1=O,True,198.21799999999993,0.8778999999999999,0.3834218276714136,60.440000000000005,0,4,3,1
ChemBase-67,CCOC(=O)CNS(=O)(=O)c1ccccc1,True,243.28400000000002,0.5279999999999996,0.7655100294000201,72.47,1,4,5,1
ChemBase-68,CCN(CC)C(C)(O)CN,True,146.23399999999998,-0.0046000000000000485,0.5486343420684526,49.489999999999995,2,3,4,0
ChemBase-69,Cc1cccc2c(=O)c3ccccc3oc12,True,210.232,3.254620000000002,0.5329743954634363,30.21,0,2,0,3
ChemBase-70,CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,True,596.7990000000004,3.5756000000000046,0.08441035989536709,120.37000000000003,1,11,36,0
ChemBase-71,C1CN[Co-4]23(N1)(NCCN2)NCCN3,True,233.185,-2.7198999999999973,0.27308595544882297,72.17999999999999,6,6,0,3
ChemBase-72,CC(C)OC(=S)SSC(=S)OC(C)C,True,270.466,3.787600000000003,0.5572142298443694,18.46,0,6,2,0
ChemBase-73,O=C(Nc1ccccc1)OCC1OCOC(COC(=O)Nc2ccccc2)C1OC(=O)Nc1ccccc1,True,521.5260000000002,4.842600000000004,0.3586785735076803,133.45000000000002,3,8,8,4
ChemBase-74,OCC1OCOC2COCOC12,True,176.16799999999998,-0.9068999999999996,0.5603830097660332,57.150000000000006,1,5,1,2
ChemBase-75,CC(=O)OC1C(OC(C)=O)C(OC(C)=O)C2(CO2)C(OC(C)=O)C1OC(C)=O,True,402.35200000000015,-0.572499999999998,0.3309583850743358,144.03000000000003,0,11,5,2
ChemBase-76,CCN(CC)C(=O)N1CCN(C)CC1,True,199.29799999999994,0.6956,0.6541651065181894,26.790000000000006,0,2,2,1
ChemBase-77,CC(=O)OC1COC(c2ccccc2)OC1C1OC(c2ccccc2)OCC1OC(C)=O,True,442.4640000000002,3.0782000000000016,0.6530179975095084,89.52000000000001,0,8,5,4
ChemBase-78,Oc1ncnc2[nH]ncc12,True,136.114,0.058499999999999885,0.5365398515296618,74.69,2,4,0,2
ChemBase-79,O=C1O[Cu-5]2(O)(O)(OC1=O)OC(=O)C(=O)O2,True,273.596,-3.1137000000000006,0.34318889857687873,145.66,2,10,0,2
ChemBase-80,O=Nc1ccc(O)c(N=O)c1O,True,168.10799999999998,1.8936000000000002,0.6581375294756425,99.32000000000001,2,6,2,1
ChemBase-81,Oc1ccc(Nc2ccccc2)cc1,True,185.22600000000003,3.1358000000000006,0.7042985839414946,32.26,2,2,2,2
ChemBase-82,CCCCCCc1ccc(O)cc1O,True,194.274,3.2206000000000023,0.7064082483225956,40.46,2,2,5,1
ChemBase-83,CCCCCCCC[N+]12CN3CN(CN(C3)C1)C2,True,253.41399999999996,1.8555,0.5063598962100986,9.72,0,3,7,4
ChemBase-84,CC(C)(O)O.CC1(O)C(O)C(O)C1(O)CO,True,240.252,-3.096699999999998,0.24064614390831252,141.61,7,7,1,1
ChemBase-85,OC1COCOC1C(O)C1OCOCC1O,True,236.21999999999997,-2.185099999999998,0.5009320069261176,97.61000000000001,3,7,2,2
ChemBase-86,CN(C)C(=S)SSC(=S)N(C)C,True,240.44400000000002,2.0608,0.4688607712542894,6.48,0,4,0,0
ChemBase-87,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,True,430.3720000000001,2.1668000000000003,0.2964116129716909,195.01999999999995,2,8,6,2
ChemBase-88,CCc1cc[n+]([Mn](SC#N)(SC#N)([n+]2ccc(CC)cc2)([n+]2ccc(CC)cc2)[n+]2ccc(CC)cc2)cc1,True,599.7320000000002,4.723060000000005,0.19557162557956118,63.1,0,4,10,4
ChemBase-89,N=c1[nH][nH]c(=N)[nH]1,True,99.09700000000001,-1.3701600000000003,0.26520467287662913,95.07,5,2,0,1
ChemBase-90,O=S(=O)(O)CCO,True,126.13299999999998,-1.1334999999999997,0.4587976814807516,74.60000000000001,2,3,2,0
ChemBase-91,O=C1CSC(=S)N1,True,133.197,0.13430000000000003,0.476314642526396,29.1,1,3,0,1
ChemBase-92,C1CCNCC1.S=C(S)N1CCCCC1,True,246.44499999999996,2.4469000000000003,0.5044597191766281,15.27,2,2,0,2
ChemBase-93,C1SCSCS1,True,138.282,2.0721,0.5027739103025061,0.0,0,3,0,1
ChemBase-94,CCC(CC)(C(=O)O)C(=O)O,True,160.16899999999998,0.962,0.6004933783737619,74.6,2,2,4,0
ChemBase-95,N#CC(=Cc1ccccc1)c1ccccc1,True,205.26,3.7507800000000024,0.5407315643309686,23.79,0,1,2,2
ChemBase-96,N#CNC(=N)N,True,84.08200000000001,-1.0494500000000002,0.15138549466014722,85.69,3,2,0,0
ChemBase-97,O=C1C(O)=C(CCCC2CCC3CCCCC3C2)C(=O)c2ccccc21,True,352.47400000000005,5.654500000000006,0.7610539153931257,54.37,1,3,4,4
ChemBase-98,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,True,263.037,-1.1386000000000003,0.35210117154039805,120.9,3,4,2,1
ChemBase-99,O=C(O)c1ccccc1S,True,154.18999999999997,1.6735,0.6036422575213181,37.3,2,2,1,1
ChemBase-100,CCOC(=O)C(C(=O)OCC)C(C(=O)OCC)C(=O)OCC,True,318.32200000000006,0.4712000000000003,0.3430679104137858,105.20000000000003,0,8,9,0
ChemBase-101,C=C(C)CS(=O)(=O)O,True,136.172,0.4503000000000001,0.44265964726851864,54.370000000000005,1,2,2,0
ChemBase-102,CCSc1ccc(N=[N+]([O-])c2ccc(SCC)c(Cl)c2)cc1Cl,True,387.3570000000001,7.143100000000004,0.2287354623839541,38.43,0,4,6,2
ChemBase-103,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,True,612.6320000000002,3.6271200000000023,0.18374628974710114,200.00999999999996,5,11,8,4
ChemBase-104,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,True,274.36299999999994,4.9066000000000045,0.7112940019938994,17.07,0,1,2,3
ChemBase-105,CCCCCCC(O)CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(O)CCCCCC)OC(=O)CCCCCCCCCCC(O)CCCCCC,True,939.4979999999991,15.681499999999962,0.030886387986325373,139.59,3,9,53,0
ChemBase-106,O=S(=O)(O)CO,True,112.10599999999998,-1.1759999999999997,0.41872476519505103,74.60000000000001,2,3,1,0
ChemBase-107,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12,True,343.5150000000001,4.8659200000000045,0.590929262206079,37.39,1,4,11,2
ChemBase-108,CCCC(O)CNCc1ccc(N(C)C)cc1,True,236.359,2.0032,0.7598955221747679,35.5,2,3,7,1
ChemBase-109,N=C1NC(=O)C(c2ccccc2)S1,True,192.243,1.52547,0.7085125744012739,52.95,2,3,1,2
ChemBase-110,Cc1cc(SCC(=O)c2ccccc2[N+](=O)[O-])cc(C)[o+]1,True,304.3470000000001,4.060740000000003,0.2737181897272117,71.50999999999999,0,4,5,2
ChemBase-111,CC12CCC(CC1)C(C)(C)NC(=N)S2,True,212.36200000000002,2.9850700000000003,0.6473296582762582,35.88,2,2,0,3
ChemBase-112,CCSC(SCC)C(O)C(O)C(O)C(O)C(O)C(O)CO,True,346.4670000000001,-2.0236000000000005,0.2109702320425908,141.61,7,9,11,0
ChemBase-113,O=C(O)C(O)C(O)C(O)C(O)C(O)C(O)CO,True,256.207,-4.771299999999995,0.22168849310125674,178.91,8,8,7,0
ChemBase-114,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,True,248.30700000000004,2.0696,0.8166373474728847,72.19,2,3,3,2
ChemBase-115,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,True,347.661,7.2714,0.41305346273352234,37.08,0,3,0,1
ChemBase-116,CCN(CC)CC.O=C(Nc1ccc(Cl)cc1)P(=O)(O)c1ccccc1,True,396.85500000000013,4.8159000000000045,0.6868808958393126,69.64,2,3,6,2
ChemBase-117,O=S(=O)(O)CCCCBr,True,217.08399999999997,1.0493000000000001,0.43465598284418866,54.370000000000005,1,2,4,0
ChemBase-118,c1ccc(SSc2ccccc2)cc1,True,218.34600000000003,4.486000000000002,0.6963009038231919,0.0,0,2,3,2
ChemBase-119,O=S(=O)(O)CC(S(=O)(=O)O)S(=O)(=O)O,True,270.26199999999994,-2.024099999999999,0.48865728052603463,163.10999999999999,3,6,4,0
ChemBase-120,O=S1(=O)CCCc2c1ccc1ccccc21,True,232.30400000000003,2.559700000000001,0.6992363708426697,34.14,0,2,0,3
ChemBase-121,CCOC(=O)C(CCCCS(=O)(=O)O)C(=O)OCC,True,296.34100000000007,0.7869000000000004,0.28986439733557157,106.97000000000001,1,6,9,0
ChemBase-122,O=S1(=O)CCc2ccccc2C(Br)C1,True,275.16700000000003,2.0935,0.6793759828599125,34.14,0,2,0,2
ChemBase-123,CCCCCCCCS(=O)(=O)O,True,194.296,2.2347,0.49922112010181474,54.370000000000005,1,2,7,0
ChemBase-124,CCOCCCCS(=O)(=O)O,True,182.241,0.6909000000000003,0.48464539068147117,63.60000000000001,1,3,6,0
ChemBase-125,CCOC(C)CCCS(=O)(=O)O,True,196.268,1.0794000000000001,0.6455459681170266,63.60000000000001,1,3,6,0
ChemBase-126,O=S(=O)(O)CCCCCO,True,168.21399999999997,0.0368,0.44860177419385894,74.60000000000001,2,3,5,0
ChemBase-127,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,True,292.244,-2.0711999999999957,0.333294737123963,155.68,4,6,11,0
ChemBase-128,CC(=O)N1C(=O)C(=O)c2ccccc21,True,189.17000000000002,0.7624000000000001,0.5660200935214196,54.45,0,3,0,2
ChemBase-129,O=C1NC2NC(=O)NC2N1,True,142.118,-1.7358000000000005,0.3237178474075666,82.26,4,2,0,2
ChemBase-130,O=C1c2ccccc2C(=O)N1Cc1ccccc1,True,237.25799999999998,2.482800000000001,0.7523630236849838,37.38,0,2,2,3
ChemBase-131,CN(C)c1ccc(N=O)cc1,True,150.18099999999998,2.1505,0.6049107079638116,32.67,0,3,2,1
ChemBase-132,O=S1(=O)CS(=O)(=O)CS(=O)(=O)C1,True,234.27599999999995,-1.883099999999999,0.48562622564773056,102.41999999999999,0,6,0,1
ChemBase-133,ClC(Cl)(Cl)C1OCOC(C(Cl)(Cl)Cl)OCO1,True,354.8280000000001,3.3740000000000006,0.6249158003168679,36.92,0,4,0,1
ChemBase-134,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,True,304.25399999999996,1.1862999999999995,0.5005308756296323,127.45000000000002,5,7,1,3
ChemBase-135,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,True,436.4130000000001,-0.2024000000000002,0.28756380767230916,177.14,7,10,7,3
ChemBase-136,N=C1NC(=O)CS1,True,116.14500000000001,-0.2158299999999999,0.4595902452065177,52.95,2,3,0,1
ChemBase-138,O=C1C[N+]23CC[N+]45CC(=O)O[Ni-4]24(O1)(OC(=O)C3)OC(=O)C5,True,346.9050000000002,-2.423899999999998,0.4459953738732337,105.20000000000002,0,8,0,5
ChemBase-139,CC(=O)c1cc2c(cc1C(C)C)CCC1C(C)(C#N)CCCC21C,True,323.48000000000013,5.546480000000006,0.6697687168883152,40.86,0,2,2,3
ChemBase-140,COC(=O)C1(C)CCCC2(C)c3cc(Br)c(C(C)C)cc3CCC12,True,393.3650000000002,5.755800000000005,0.5977856262963125,26.3,0,2,2,3
ChemBase-141,COC(=O)C1(C)CCCC2(C)c3ccccc3C(OO)CC12,True,304.3860000000001,3.858100000000002,0.5119360679253813,55.760000000000005,1,4,2,3
ChemBase-142,COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)CC12,True,328.4520000000001,4.633500000000004,0.743232389381781,43.370000000000005,0,3,2,3
ChemBase-143,C=C(C)c1ccc2c(c1)C(=O)CC1C(C)(C#N)CCCC21C,True,293.40999999999997,4.893780000000005,0.7390390372498152,40.86,0,2,1,3
ChemBase-144,CC(C)c1ccc2c(c1)CCC1C2(C)CCCC1(C)C(O)c1ccccc1,True,362.55699999999996,6.553900000000008,0.6558151069273463,20.23,1,1,3,4
ChemBase-145,CC(=O)OC(C)(C)c1ccc2c(c1)C(=O)CC1C(C)(C#N)CCCC21C,True,353.46200000000016,4.658880000000004,0.725341812760347,67.16,0,4,2,3
ChemBase-146,CC(O)c1ccc2c(c1)C(O)CC1C(C)(CO)CCCC21C,True,304.43000000000006,3.2334000000000023,0.7858898735238147,60.69,3,3,2,3
ChemBase-147,CC(C)C1(Cl)CCC2C3(C)CCCC(C)(C(=O)O)C3CC(Cl)C2(Cl)C1Cl,True,444.27,6.523400000000005,0.4925174329742673,37.3,1,1,2,3
ChemBase-148,COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)C(Br)C12,True,407.34800000000007,5.006900000000005,0.5115970419723768,43.370000000000005,0,3,2,3
ChemBase-149,CNC=O,True,59.068000000000005,-0.6378000000000001,0.3999167569393753,29.1,1,1,1,0
ChemBase-150,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,True,1255.4379999999994,0.7256400000000032,0.11786115760162932,359.97999999999996,5,18,8,7
ChemBase-151,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,True,471.5180000000002,-0.7936999999999972,0.32750374532544374,160.88,4,10,8,4
ChemBase-152,O=[As]O,True,107.92799999999998,-1.0566,0.40146631014853884,37.3,1,1,0,0
ChemBase-153,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,True,248.71700000000004,2.5238000000000005,0.856137149346395,77.82,2,4,2,2
ChemBase-154,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,True,283.16200000000003,3.1772,0.8868684757874734,77.82,2,4,2,2
ChemBase-155,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,True,323.13199999999995,0.9089999999999998,0.4090709280478973,112.70000000000002,3,5,6,1
ChemBase-156,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)c(Cl)c1,True,286.166,2.5982399999999997,0.6407578876556169,75.0,4,2,1,2
ChemBase-157,CC(C)(CO)C(O)C(=O)NCCS(=O)(=O)O,True,255.29199999999997,-1.6301999999999979,0.42238800919807895,123.92999999999999,4,5,6,0
ChemBase-158,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,True,304.217,3.377900000000002,0.7110607782360152,40.54,1,2,9,1
ChemBase-159,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,True,372.53600000000006,4.4596000000000044,0.7332076636758533,9.49,0,2,4,3
ChemBase-160,CC[N+](C)(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,True,401.5980000000001,4.980400000000005,0.5058081914169998,6.25,0,1,5,3
ChemBase-161,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,True,371.4330000000001,2.954900000000001,0.8717462743954658,66.02000000000001,1,6,5,3
ChemBase-162,Nc1cc([As]=[As]c2ccc(O)c(N)c2)ccc1O,True,366.0840000000001,-0.46359999999999996,0.32886941438849937,92.5,4,4,2,2
ChemBase-163,Oc1nc(O)c2nnoc2n1,True,154.085,-0.5760000000000002,0.5225749958475581,105.16000000000001,2,7,0,2
ChemBase-164,N=C1NCCS1,True,102.162,0.2575700000000001,0.45989255489929654,35.88,2,2,0,1
ChemBase-165,O=Nc1ccc(O)cc1,True,123.11099999999996,1.7900999999999998,0.5784636534219736,49.66,1,3,1,1
ChemBase-166,NNC(=O)C(CC(C(=O)NN)C(=O)NN)C(=O)NN,True,276.25699999999995,-5.431499999999998,0.10082878669979028,220.48000000000002,8,8,6,0
ChemBase-167,O=C(O)Cc1cc(=O)[nH]n(-c2ccccc2)c1=O,True,246.222,0.15289999999999965,0.8060315576450446,92.16,2,3,3,2
ChemBase-168,NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,True,226.148,-0.8767999999999989,0.29774412985299664,140.82999999999998,2,6,3,1
ChemBase-169,C[N+]1=Cc2ccccc2O[Cu-3]12Oc1ccccc1C=[N+]2C,True,331.862,2.1079,0.6906003448297907,24.479999999999997,0,2,0,4
ChemBase-170,O=S1OCCO1,True,108.118,-0.3881,0.4237386815768044,35.53,0,3,0,1
ChemBase-171,CCCCS(=O)(=O)O,True,138.188,0.6743000000000001,0.5831385288154894,54.370000000000005,1,2,3,0
ChemBase-172,COc1ccc2c(ccc(=O)n2C)c1,True,189.21399999999997,1.5471,0.681098353475894,31.23,0,2,1,2
ChemBase-173,CC(CN1CCCCC1)SSC(C)CN1CCCCC1,True,316.5800000000002,4.116600000000004,0.6516284979106589,6.48,0,4,7,2
ChemBase-174,Cn1c(SSc2ccc(-c3cccnc3)n2C)ccc1-c1cccnc1,True,378.5260000000001,5.287000000000004,0.4422965226037135,35.64,0,4,5,4
ChemBase-175,O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO,True,262.222,-3.0869999999999984,0.4249849400197748,128.02,4,6,4,2
